family,exp_ev_ia,exp_ev_upd,bat_med,bat_shape,bat_scale,gps_med,gps_shape,gps_scale,n_attempts,n_pass_events,n_pass_futility,n_accepted,acceptance_rate,p_reach80,p_no_readout,median_hr_final,p_hr_below_threshold,p_success_overall,median_t80_months,p10_t80_months,p90_t80_months,median_hr_ia,median_z_ia,median_bat_alive_upd,median_gps_alive_upd
weibull,60.194726427298434,72.8412279742478,16.5,0.7999999999999999,26.088680726889546,46.975347139277204,0.5,97.77303040766209,1000,451,331,331,0.331,1.0,0.0,0.48430684638209753,0.9365558912386707,0.9365558912386707,68.4375006587804,63.103571095392155,76.86787775328219,0.5691045050255011,2.158603228798056,18.0,35.0
weibull,59.939685074743906,72.60014933789174,17.0,0.7,28.697305421391516,38.587798044080735,0.6,71.07893224416003,1000,473,330,330,0.33,1.0,0.0,0.5474572684953016,0.7303030303030303,0.7303030303030303,67.91808674162135,63.16383124345319,75.09351609282064,0.5834283894894245,2.0625718587076003,20.0,34.0
weibull,61.37181832995513,72.9238448245421,13.5,0.6,24.867072855517733,42.5755235841089,0.6,78.42434420947033,1000,458,329,329,0.329,1.0,0.0,0.5421647303207968,0.8054711246200608,0.8054711246200608,68.64288794898619,63.70429482864226,78.02753211880571,0.5398238818690156,2.3806780885387253,20.0,34.0
weibull,58.970375925211506,71.40254744848554,16.0,0.7999999999999999,25.29811464425653,57.18603679678211,0.5,119.02524313546759,1000,472,329,329,0.329,1.0,0.0,0.45287606247070755,0.9635258358662614,0.9635258358662614,69.67532229611268,63.64932335334437,77.64541010687257,0.5374370494483757,2.3435453643379907,18.0,36.0
weibull,60.400129336149476,73.07110946135248,16.5,0.7,27.85326702664471,38.587798044080735,0.6,71.07893224416003,1000,457,329,329,0.329,1.0,0.0,0.5692000973148199,0.7142857142857143,0.7142857142857143,67.80537904872145,63.31536189190699,74.42634092856198,0.5945723092094825,2.0085765741650397,20.0,34.0
weibull,58.90624652524109,72.38914064612543,17.5,0.7999999999999999,27.66981289215558,42.5755235841089,0.6,78.42434420947033,1000,467,329,329,0.329,1.0,0.0,0.517926745487357,0.8267477203647416,0.8267477203647416,67.27672925544582,63.57090666127151,72.95360167974889,0.5768442500018816,2.1148256328704953,19.0,34.0
weibull,61.32859231460995,72.12696667919971,15.0,0.5,31.22053471508412,34.97357243180279,0.6,64.42150916143456,1000,443,328,328,0.328,1.0,0.0,0.6355371089785063,0.5,0.5,71.10444663504308,64.7992871975388,79.31673633518359,0.5951989302983769,2.01222637167401,22.0,32.0
weibull,60.8822108073267,72.4337647292713,14.0,0.6,25.788075553870243,42.5755235841089,0.6,78.42434420947033,1000,459,327,327,0.327,1.0,0.0,0.52815351881956,0.8318042813455657,0.8318042813455657,69.50098407035959,63.8746701876533,77.34505748148027,0.5283175116187259,2.455355213560734,20.0,34.0
weibull,59.73035697069407,72.11738649405707,15.0,0.7,25.32115184240428,46.975347139277204,0.6,86.52884294264021,1000,469,327,327,0.327,1.0,0.0,0.49424004036658237,0.8776758409785933,0.8776758409785933,68.20723261358022,63.72465979954461,76.0466564145669,0.536544649020419,2.3983298549859544,20.0,35.0
weibull,60.538558097305554,72.2248671255244,15.5,0.7,26.165190237151087,46.975347139277204,0.5,97.77303040766209,1000,443,327,327,0.327,1.0,0.0,0.5094435620628481,0.8685015290519877,0.8685015290519877,69.63179583306689,64.24982980841125,78.17518614835441,0.5679509439153813,2.1661388302525135,19.0,35.0
