family,exp_ev_ia,exp_ev_upd,bat_med,bat_shape,bat_scale,cure_frac,unc_med,unc_shape,unc_scale,leak_yr,n_attempts,n_pass_events,n_pass_futility,n_accepted,acceptance_rate,p_reach80,p_no_readout,median_hr_final,p_hr_below_threshold,p_success_overall,median_t80_months,p10_t80_months,p90_t80_months,median_hr_ia,median_z_ia,median_bat_alive_upd,median_gps_alive_upd
leaky,59.81006482950911,71.36073528262003,15.0,0.6,27.63008095057526,0.5,12.0,1.0,17.312340490667562,0.02,1000,440,301,301,0.301,1.0,0.0,0.513276482728303,0.840531561461794,0.840531561461794,71.8047541542357,64.98538397695403,84.29770099493388,0.5374811461049689,2.4029395426597735,21.0,34.0
leaky,59.02022702224792,70.64163368487756,15.0,0.6,27.63008095057526,0.7000000000000001,8.0,1.0,11.541560327111707,0.09,1000,432,301,301,0.301,1.0,0.0,0.5242189527005205,0.8704318936877077,0.8704318936877077,70.11979008822462,65.38118009255777,78.63731234761424,0.520617396783209,2.521692359846432,21.0,34.0
leaky,60.158149455366754,71.86595372719354,15.0,0.7,25.32115184240428,0.4,18.0,0.5,37.464641658100945,0.06,1000,427,301,301,0.301,1.0,0.0,0.4829510885629965,0.9235880398671097,0.9235880398671097,69.6709687610914,63.82080289518081,76.98826422259258,0.5493261360328089,2.3126544630387857,19.0,35.0
leaky,59.724630649721526,71.24111093719137,15.0,0.7,25.32115184240428,0.4,18.0,0.5,37.464641658100945,0.05,1000,443,301,301,0.301,1.0,0.0,0.4719722341874468,0.9235880398671097,0.9235880398671097,70.04973373689569,64.74528344213738,78.37864018657437,0.544558702740401,2.3419997923676332,18.0,36.0
leaky,59.708999627286985,71.41668771928575,15.0,0.9999999999999999,21.640425613334454,0.6000000000000001,4.0,0.5,8.325475924022431,0.0,1000,475,301,301,0.301,1.0,0.0,0.3216188504710033,1.0,1.0,70.74438317634586,64.69498417525136,82.58637340745702,0.5007386466637661,2.637473328732599,14.0,40.0
leaky,61.30839663520011,71.02926058030373,15.5,0.5,32.261219205586926,0.1,28.0,0.5,58.27833146815702,0.01,1000,403,301,301,0.301,1.0,0.0,0.602205797494233,0.6378737541528239,0.6378737541528239,74.25506204251813,65.70086194937075,85.21317212705743,0.6055527451627248,1.9678865530331442,22.0,33.0
leaky,60.6118932162355,70.70257861926649,15.5,0.5,32.261219205586926,0.30000000000000004,20.0,0.5,41.62737962011216,0.08,1000,424,301,301,0.301,1.0,0.0,0.6188516451320659,0.5481727574750831,0.5481727574750831,73.33914350323127,65.61515823952601,81.94943786701062,0.6083257288034036,1.9188075965960456,22.0,33.0
leaky,59.05568740607672,72.07120610185052,15.5,0.5,32.261219205586926,0.30000000000000004,22.0,1.0,31.739290899557197,0.05,1000,442,301,301,0.301,1.0,0.0,0.642962233261223,0.47840531561461797,0.47840531561461797,67.51835497611226,63.35372905415576,75.28542970310627,0.5438615499718701,2.3007137561940416,23.0,31.0
leaky,59.01302860465959,70.99679747370979,15.5,0.7,26.165190237151087,0.7000000000000001,10.0,2.0,12.011224087864498,0.07,1000,449,301,301,0.301,1.0,0.0,0.4636653532530669,0.9435215946843853,0.9435215946843853,71.32092187483647,64.35865371750577,80.77649782957417,0.5196373720895547,2.5328802740102256,20.0,35.0
leaky,61.03411835229365,71.11925936730391,16.0,0.5,33.301903696089724,0.2,24.0,0.5,49.95285554413459,0.08,1000,435,301,301,0.301,1.0,0.0,0.6491954325570081,0.45182724252491696,0.45182724252491696,72.68499845681663,65.13468434694823,82.18478535483396,0.6301624135588688,1.7758825079448373,22.0,32.0
leaky,61.08987751997279,71.47269878034544,16.0,0.5,33.301903696089724,0.4,14.0,0.5,29.13916573407851,0.1,1000,446,301,301,0.301,1.0,0.0,0.6566713615831815,0.4318936877076412,0.4318936877076412,72.17336588745016,65.17242203483482,82.24908637433558,0.6143791294135937,1.8839953981744115,22.0,32.0
leaky,61.18892322714896,70.56856917446083,16.0,0.6,29.47208634728028,0.4,8.0,0.5,16.650951848044862,0.0,1000,409,301,301,0.301,1.0,0.0,0.5243204511455395,0.8205980066445183,0.8205980066445183,76.28956505148298,68.03642785733209,92.86384313645945,0.6339948009198757,1.7719569699820064,20.0,35.0
leaky,59.503241869835875,72.26656004532057,16.0,0.6,29.47208634728028,0.4,16.0,1.0,23.083120654223414,0.02,1000,433,301,301,0.301,1.0,0.0,0.5751522724793081,0.7242524916943521,0.7242524916943521,68.78038503162324,63.514554588080834,78.05959179227224,0.535404408715922,2.379940246625431,22.0,32.0
leaky,58.61544483205184,71.77588283714238,16.0,0.6,29.47208634728028,0.6000000000000001,14.0,1.0,20.19773057244549,0.1,1000,467,301,301,0.301,1.0,0.0,0.5640905388908347,0.7408637873754153,0.7408637873754153,67.92370131036095,63.52160587539787,74.48612213752317,0.5282290880840123,2.459422383068604,21.0,33.0
leaky,61.31172341157142,70.81283560314856,16.0,0.7,27.009228631897898,0.5,4.0,0.5,8.325475924022431,0.0,1000,418,301,301,0.301,1.0,0.0,0.4641012881039243,0.9700996677740864,0.9700996677740864,78.45914058933623,68.0144510500615,93.88515230853662,0.6330781157589945,1.7929542221410055,19.0,36.0
leaky,59.11285329248321,72.31432415117906,16.0,0.7999999999999999,25.29811464425653,0.4,26.0,0.5,54.11559350614581,0.1,1000,460,301,301,0.301,1.0,0.0,0.4781717289307857,0.9435215946843853,0.9435215946843853,67.26285622442825,63.18124579224565,73.69720695516841,0.5368430891395988,2.381376492940787,18.0,35.0
leaky,59.977622237295726,72.72847068071033,16.0,0.7999999999999999,25.29811464425653,0.5,12.0,0.5,24.976427772067296,0.07,1000,430,301,301,0.301,1.0,0.0,0.47648697166698395,0.9269102990033222,0.9269102990033222,68.13572169745525,63.35146480699605,74.1881690884089,0.5663218096061808,2.17909664061856,18.0,36.0
leaky,59.037997306879234,71.58811221412557,16.0,0.8999999999999999,24.042552967112837,0.4,16.0,0.5,33.301903696089724,0.01,1000,464,301,301,0.301,1.0,0.0,0.4024403776361114,0.9867109634551495,0.9867109634551495,69.04329015339704,64.05759974685039,77.40829512353093,0.5247515813869941,2.4578646460098774,17.0,38.0
leaky,61.32469775231458,71.67100117040575,16.5,0.5,34.34258818659253,0.30000000000000004,18.0,0.5,37.464641658100945,0.1,1000,445,301,301,0.301,1.0,0.0,0.6515077527213107,0.43853820598006643,0.43853820598006643,71.45124141088218,65.46392558211377,80.27261422923242,0.6217755754417477,1.8302475349602392,22.0,32.0
leaky,59.57313282950719,71.85303294453853,16.5,0.5,34.34258818659253,0.30000000000000004,18.0,1.0,25.968510736001342,0.0,1000,430,301,301,0.301,1.0,0.0,0.6554618595793953,0.42524916943521596,0.42524916943521596,69.51243207944259,63.86903126511554,78.21902437518098,0.5837195292915124,2.068478456772559,23.0,31.0
leaky,60.34593228223716,72.73900645165082,16.5,0.6,30.393089045632784,0.6000000000000001,10.0,1.0,14.426950408889635,0.09,1000,450,301,301,0.301,1.0,0.0,0.600066192069857,0.627906976744186,0.627906976744186,68.96384031261393,63.512397543386356,77.11039666154784,0.5864160881468086,2.058580250739235,22.0,32.0
leaky,58.771007469518054,71.04364219127163,16.5,0.7,27.85326702664471,0.7000000000000001,10.0,2.0,12.011224087864498,0.08,1000,448,301,301,0.301,1.0,0.0,0.4982224052774502,0.9069767441860465,0.9069767441860465,70.29362993688693,64.08778697529586,79.97107619199522,0.5328609212983585,2.4300784600162095,20.0,34.0
leaky,60.976515596688856,73.38173665457563,16.5,0.7999999999999999,26.088680726889546,0.30000000000000004,18.0,0.5,37.464641658100945,0.03,1000,434,301,301,0.301,1.0,0.0,0.4979229565892475,0.9102990033222591,0.9102990033222591,68.45618451515358,64.12215012186982,76.1501808673636,0.5942117483268468,2.0008525383470395,19.0,35.0
leaky,58.84484764250617,71.98964585839103,16.5,0.7999999999999999,26.088680726889546,0.5,16.0,0.5,33.301903696089724,0.09,1000,464,301,301,0.301,1.0,0.0,0.4834122202610151,0.9435215946843853,0.9435215946843853,67.37496673822494,63.260963382908365,73.89102024592776,0.5372638526909346,2.374891692830715,18.0,36.0
leaky,61.20737618885542,71.06312360611565,17.0,0.5,35.383272677095334,0.1,26.0,0.5,54.11559350614581,0.03,1000,446,301,301,0.301,1.0,0.0,0.6488217369237705,0.4684385382059801,0.4684385382059801,73.12822580976207,65.8363561509992,86.41470980755827,0.6509690252889582,1.6619254085527373,22.0,32.0
leaky,61.324607101442666,72.58050286442531,17.0,0.6,31.314091743985294,0.2,24.0,0.5,49.95285554413459,0.1,1000,434,301,301,0.301,1.0,0.0,0.6279038465871278,0.5149501661129569,0.5149501661129569,69.40075971142811,64.41963875777887,77.53090456942385,0.6494507130275204,1.6517566216156698,21.0,32.0
leaky,60.027317895331166,71.31777484220305,17.0,0.6,31.314091743985294,0.30000000000000004,22.0,0.5,45.79011758212337,0.1,1000,423,301,301,0.301,1.0,0.0,0.5895479944356301,0.6378737541528239,0.6378737541528239,70.48857268876856,64.32968558779024,79.01841652242207,0.5985047835533015,1.9737113368867878,21.0,33.0
leaky,61.01617491803306,73.15754592703935,17.0,0.7,28.697305421391516,0.2,26.0,0.5,54.11559350614581,0.09,1000,435,301,301,0.301,1.0,0.0,0.5870763814734785,0.6710963455149501,0.6710963455149501,68.63699383195288,63.95004654876158,76.91737379055978,0.6373209481572002,1.7343070182917393,20.0,33.0
leaky,58.92448633211687,72.13219997197845,17.0,0.7,28.697305421391516,0.7000000000000001,10.0,1.5,12.76780847302286,0.1,1000,438,301,301,0.301,1.0,0.0,0.5343145428118515,0.8272425249169435,0.8272425249169435,67.85106041226832,63.61093880151271,74.4984404710514,0.5564241537200209,2.2543842427684506,20.0,33.0
leaky,60.693559573100615,71.51627153108359,17.5,0.6,32.235094442337804,0.1,28.0,0.5,58.27833146815702,0.03,1000,440,301,301,0.301,1.0,0.0,0.6089887432321198,0.584717607973422,0.584717607973422,71.32032964039789,64.92438258486857,81.91663194834601,0.6424548838014075,1.7165458288361386,21.0,33.0
leaky,59.99851586195939,70.71528603981932,17.5,0.6,32.235094442337804,0.4,12.0,0.5,24.976427772067296,0.06,1000,439,301,301,0.301,1.0,0.0,0.5863941117101339,0.6777408637873754,0.6777408637873754,72.23409366446558,65.06415245388949,82.20834823633065,0.6309723174083965,1.7853457508304844,21.0,34.0
leaky,58.71263668781904,71.64749435914737,17.5,0.6,32.235094442337804,0.6000000000000001,12.0,1.0,17.312340490667562,0.1,1000,434,301,301,0.301,1.0,0.0,0.6156598307670378,0.584717607973422,0.584717607973422,68.46599213437942,63.574656694236,74.39287762974455,0.5693329101608896,2.150004609292887,22.0,32.0
leaky,61.260598158198526,72.62074140885717,17.5,0.7,29.541343816138326,0.5,6.0,0.5,12.488213886033648,0.06,1000,466,301,301,0.301,1.0,0.0,0.5662020414473545,0.7740863787375415,0.7740863787375415,70.08014821167671,63.99148050087561,79.47716713379742,0.6403845371428112,1.6976390529125693,20.0,34.0
leaky,61.357370774697976,71.49622632307477,17.5,0.7,29.541343816138326,0.6000000000000001,8.0,2.0,9.608979270291599,0.04,1000,406,301,301,0.301,1.0,0.0,0.48589706918809844,0.9069767441860465,0.9069767441860465,74.85405044915437,66.30181275886045,87.54428705389432,0.615986876916495,1.8786205380999814,20.0,34.0
leaky,60.91334966679484,73.00601522632275,17.5,0.7999999999999999,27.66981289215558,0.4,10.0,0.5,20.81368981005608,0.03,1000,458,301,301,0.301,1.0,0.0,0.518228487906896,0.8704318936877077,0.8704318936877077,69.15756860597513,63.91640963546361,76.57362041020838,0.6414928667483064,1.7159845324173566,19.0,35.0
leaky,59.52135227109996,72.69094368527519,17.5,0.7999999999999999,27.66981289215558,0.4,18.0,0.5,37.464641658100945,0.09,1000,453,301,301,0.301,1.0,0.0,0.5344956648453131,0.8338870431893688,0.8338870431893688,67.73722854911155,63.42560101755686,74.71648874487344,0.6166331304589882,1.8506905906823066,19.0,34.0
leaky,60.099182009447276,73.26705773775137,17.5,0.8999999999999999,26.296542307779667,0.30000000000000004,18.0,0.5,37.464641658100945,0.02,1000,450,301,301,0.301,1.0,0.0,0.4889923379094824,0.9235880398671097,0.9235880398671097,67.3505094778055,63.158202104874896,74.3030573407746,0.6105600069920165,1.900789412384832,18.0,35.0
leaky,59.106239955430695,73.30790759744706,17.5,0.8999999999999999,26.296542307779667,0.4,22.0,0.5,45.79011758212337,0.1,1000,479,301,301,0.301,1.0,0.0,0.48540711824537996,0.9102990033222591,0.9102990033222591,66.5816380918507,62.82937695049689,72.67375794548171,0.5613459588157844,2.205488648695833,19.0,36.0
leaky,58.60338487483462,72.2461383003706,17.5,0.9999999999999999,25.247163215556863,0.6000000000000001,8.0,1.0,11.541560327111707,0.02,1000,474,301,301,0.301,1.0,0.0,0.40695438674414863,0.9933554817275747,0.9933554817275747,67.55784136410546,63.32737581905492,75.8172273523696,0.5419133229300516,2.348711436459933,17.0,37.0
leaky,61.00345319785968,73.377737547377,18.0,0.5,37.464641658100945,0.4,14.0,1.0,20.19773057244549,0.06,1000,457,301,301,0.301,1.0,0.0,0.7372800073713801,0.18604651162790697,0.18604651162790697,68.39748355713981,64.20019149400238,76.8443411469207,0.6618067537723137,1.5689733383494946,24.0,30.0
leaky,61.36981882830963,72.84022175953501,18.0,0.5,37.464641658100945,0.6000000000000001,10.0,1.5,12.76780847302286,0.1,1000,439,301,301,0.301,1.0,0.0,0.6880389983354515,0.33554817275747506,0.33554817275747506,72.40804848454013,65.17102830566805,81.71344636925683,0.6175366169915446,1.869639060514025,24.0,30.0
leaky,60.60469431074384,72.62775424093675,18.0,0.6,33.15609714069031,0.6000000000000001,10.0,1.5,12.76780847302286,0.08,1000,435,301,301,0.301,1.0,0.0,0.6140688232161591,0.574750830564784,0.574750830564784,70.89837238242222,64.39820860290516,80.43168794300956,0.6149873131951609,1.871512940252485,23.0,32.0
leaky,60.62795647413142,71.9127640131344,18.0,0.7,30.385382210885133,0.30000000000000004,14.0,0.5,29.13916573407851,0.02,1000,474,301,301,0.301,1.0,0.0,0.5646403632067447,0.7641196013289037,0.7641196013289037,70.78913953616642,64.13677065507486,78.75439910921699,0.6427983286525193,1.7040530951049468,20.0,34.0
leaky,58.50142471524133,70.65996312342364,18.0,0.7,30.385382210885133,0.5,12.0,0.5,24.976427772067296,0.09,1000,437,301,301,0.301,1.0,0.0,0.5781907287310775,0.7408637873754153,0.7408637873754153,69.45546617437913,64.22622138650783,77.09582760149495,0.6198328677403605,1.829073725427952,21.0,34.0
leaky,59.343752567939205,72.13540243288553,18.0,0.7999999999999999,28.460378974788597,0.2,28.0,0.5,58.27833146815702,0.06,1000,460,301,301,0.301,1.0,0.0,0.5398925301552965,0.8372093023255814,0.8372093023255814,68.12705872322871,63.597592381964326,74.32196068979604,0.6308727901774676,1.7850243733748599,20.0,34.0
leaky,59.32244287863026,71.97275076185755,18.0,0.7999999999999999,28.460378974788597,0.30000000000000004,20.0,0.5,41.62737962011216,0.05,1000,465,301,301,0.301,1.0,0.0,0.5244010047062935,0.8338870431893688,0.8338870431893688,68.4079227079157,64.10350045703292,74.68295310481827,0.6141323624913516,1.8705939241908305,19.0,35.0
leaky,59.48560966599236,71.10891922581072,18.0,0.7999999999999999,28.460378974788597,0.4,10.0,0.5,20.81368981005608,0.01,1000,432,301,301,0.301,1.0,0.0,0.4920200719114827,0.9302325581395349,0.9302325581395349,70.11630513360544,64.19913403853751,80.71667891778442,0.6200274835332027,1.841484848501265,19.0,36.0
leaky,59.93175839286805,72.09152299167056,18.0,0.7999999999999999,28.460378974788597,0.7000000000000001,4.0,1.0,5.7707801635558535,0.09,1000,439,301,301,0.301,1.0,0.0,0.5167598774001322,0.8903654485049833,0.8903654485049833,69.01632116733735,63.48598877761167,76.78885972820585,0.6257434606416843,1.7993012534076156,19.0,35.0
leaky,60.95448641721743,73.22805730142477,18.0,0.8999999999999999,27.04787208800194,0.4,8.0,0.5,16.650951848044862,0.0,1000,459,301,301,0.301,1.0,0.0,0.47919930556173673,0.9501661129568106,0.9501661129568106,69.0310984632102,64.06017927227691,78.72620078517559,0.645824306414928,1.696641411643161,18.0,36.0
leaky,58.67208748916023,71.08700823280518,18.5,0.5,38.50532614860375,0.30000000000000004,18.0,1.0,25.968510736001342,0.01,1000,433,301,301,0.301,1.0,0.0,0.7004591318962105,0.2757475083056478,0.2757475083056478,69.57218238040636,64.16998292581702,77.07357503311701,0.5994634044897597,1.9731950147196435,24.0,30.0
leaky,59.37892556750388,72.0605598656962,18.5,0.5,38.50532614860375,0.5,14.0,2.0,16.815713723010298,0.04,1000,418,301,301,0.301,1.0,0.0,0.655562383549238,0.43853820598006643,0.43853820598006643,74.12266056978831,65.20548974389555,92.10533536781055,0.5985131238442868,1.9549267301781392,25.0,30.0
leaky,60.918677069154334,71.38075444350184,18.5,0.5,38.50532614860375,0.6000000000000001,10.0,2.0,12.011224087864498,0.08,1000,433,301,301,0.301,1.0,0.0,0.6590171570305168,0.43853820598006643,0.43853820598006643,75.17743061087697,66.35819040219403,87.72256607750987,0.6416681252979284,1.699190312193555,24.0,31.0
leaky,59.38062575950488,70.78342088044097,18.5,0.7,31.229420605631944,0.2,22.0,0.5,45.79011758212337,0.01,1000,445,301,301,0.301,1.0,0.0,0.557148441778591,0.7740863787375415,0.7740863787375415,70.44648154132393,64.87531000578986,78.8002180150059,0.6474497760964019,1.6798047398717582,21.0,34.0
leaky,61.2178754298906,72.59711679498287,18.5,0.7,31.229420605631944,0.5,8.0,1.0,11.541560327111707,0.02,1000,456,301,301,0.301,1.0,0.0,0.5426562312705134,0.8073089700996677,0.8073089700996677,73.40874314206224,65.18334668092075,85.66931625245986,0.6492357857269436,1.6742070296297207,21.0,33.0
leaky,58.89373433238506,72.47611396377633,18.5,0.9999999999999999,26.689858256445827,0.6000000000000001,10.0,2.0,12.011224087864498,0.02,1000,453,301,301,0.301,1.0,0.0,0.4133005963025105,0.9833887043189369,0.9833887043189369,69.92527652514728,64.58269544240603,78.49337597989464,0.5601547692288048,2.2215296401530664,18.0,36.0
leaky,58.77775343397796,72.12800717981975,18.5,1.0999999999999999,25.815221439898167,0.6000000000000001,6.0,1.0,8.656170245333781,0.01,1000,440,301,301,0.301,1.0,0.0,0.393526927352934,0.9966777408637874,0.9966777408637874,69.08900520894274,63.60195707358736,79.3467900203299,0.5846542599346842,2.052344478692595,16.0,37.0
leaky,58.73504203529171,71.31213436017492,19.0,0.5,39.54601063910655,0.30000000000000004,18.0,1.0,25.968510736001342,0.02,1000,439,301,301,0.301,1.0,0.0,0.7254603977786995,0.24584717607973422,0.24584717607973422,69.1926688815883,64.00125865914532,79.26709352436282,0.6199975415393894,1.8339865458607245,24.0,30.0
leaky,61.12849133686622,70.80799832928876,19.0,0.6,34.998102537395326,0.5,10.0,2.0,12.011224087864498,0.0,1000,445,301,301,0.301,1.0,0.0,0.5034695531351403,0.9269102990033222,0.9269102990033222,88.94548714087142,72.62088929712438,114.46755797010985,0.6657057845435195,1.5875012155405803,23.0,32.0
leaky,58.873848881000114,72.00913205367456,19.0,0.6,34.998102537395326,0.6000000000000001,12.0,1.5,15.321370167627434,0.09,1000,442,301,301,0.301,1.0,0.0,0.6470369435378064,0.46179401993355484,0.46179401993355484,69.52700863240858,63.70780614003796,79.2255579120839,0.6127241260797165,1.899589754110534,23.0,31.0
leaky,59.82513855662718,70.87373299949103,19.5,0.7,32.917497395125565,0.5,8.0,1.0,11.541560327111707,0.01,1000,488,301,301,0.301,1.0,0.0,0.560980558802558,0.7940199335548173,0.7940199335548173,74.70806578534757,65.78690804664842,87.9933725392531,0.6717405276001669,1.5260078768231544,21.0,33.0
leaky,58.99717755888467,71.29568091378486,19.5,0.7,32.917497395125565,0.5,10.0,1.0,14.426950408889635,0.03,1000,456,301,301,0.301,1.0,0.0,0.5821130253399015,0.6877076411960132,0.6877076411960132,70.45595421474955,64.23762249637845,80.34638536476058,0.6362114823448518,1.7294993759952442,22.0,33.0
leaky,59.62416426361061,71.55530207778455,19.5,0.7,32.917497395125565,0.6000000000000001,10.0,2.0,12.011224087864498,0.06,1000,456,301,301,0.301,1.0,0.0,0.5710488010683055,0.7342192691029901,0.7342192691029901,72.720653224253,66.13860420815293,84.26783440258916,0.6271401183532314,1.7819439691647287,22.0,32.0
leaky,59.870836004316466,72.48804501237153,19.5,0.9999999999999999,28.13255329733479,0.6000000000000001,8.0,2.0,9.608979270291599,0.03,1000,454,301,301,0.301,1.0,0.0,0.443348868342488,0.9767441860465116,0.9767441860465116,71.07211661442874,64.5678073674441,78.78918202876478,0.6466907031667826,1.6654540172665946,18.0,36.0
leaky,58.904349091950415,70.84188064354763,20.5,0.6,37.761110632452855,0.6000000000000001,10.0,1.5,12.76780847302286,0.08,1000,455,301,301,0.301,1.0,0.0,0.6552741563444567,0.4418604651162791,0.4418604651162791,72.46318303861123,64.87172720423241,83.01243670000216,0.6567570179932097,1.6095737246295954,24.0,31.0
leaky,61.16970226664617,70.80920160543542,12.0,0.5,24.976427772067296,0.30000000000000004,24.0,0.5,49.95285554413459,0.05,1000,448,300,300,0.3,1.0,0.0,0.508053738070336,0.8833333333333333,0.8833333333333333,74.01241300911852,65.33940222564762,85.3055797244053,0.5127325416670221,2.5552544404320336,20.0,35.0
leaky,61.39362784214234,72.28490843450419,12.0,0.5,24.976427772067296,0.7000000000000001,8.0,1.0,11.541560327111707,0.1,1000,460,300,300,0.3,1.0,0.0,0.5296752315568158,0.8333333333333334,0.8333333333333334,69.7623282851718,64.7473698947449,80.23300649642125,0.4981959571821863,2.6771104307774563,21.0,34.0
leaky,61.4350496225223,70.99456345533841,12.5,0.5,26.017112262570098,0.2,28.0,0.5,58.27833146815702,0.03,1000,419,300,300,0.3,1.0,0.0,0.5341461648425168,0.8366666666666667,0.8366666666666667,74.92274113073276,66.28218872682793,86.00033989546172,0.553041315718588,2.301218028199771,21.0,34.5
leaky,60.85571661930089,70.70179744021497,12.5,0.6,23.025067458812718,0.30000000000000004,22.0,0.5,45.79011758212337,0.0,1000,452,300,300,0.3,1.0,0.0,0.4391993175819544,0.9833333333333333,0.9833333333333333,74.70492339334116,66.77217563941176,84.35757915893569,0.5057158729183592,2.6273050719615356,18.0,36.0
leaky,60.0045294061327,70.80176476727462,13.5,0.6,24.867072855517733,0.5,14.0,0.5,29.13916573407851,0.07,1000,441,300,300,0.3,1.0,0.0,0.5000264715841383,0.9266666666666666,0.9266666666666666,70.28842097246847,64.30898820317418,80.20664242370499,0.5276270483353689,2.4821190013163026,19.0,35.0
leaky,61.15894618059734,72.83650735441715,13.5,0.7,22.78903665816385,0.30000000000000004,28.0,0.5,58.27833146815702,0.06,1000,472,300,300,0.3,1.0,0.0,0.4587974163632229,0.95,0.95,68.7812591744624,63.50360291444773,76.45785793468785,0.5152945978068981,2.5582771914714844,18.0,36.0
leaky,60.921192306451715,72.21704216728156,13.5,0.7,22.78903665816385,0.4,18.0,0.5,37.464641658100945,0.04,1000,462,300,300,0.3,1.0,0.0,0.4358092757301491,0.99,0.99,70.04130124676752,64.50650148713456,78.8136806539786,0.5023793608350048,2.6359728423303963,18.0,37.0
leaky,60.00450784963479,70.86579526543765,13.5,0.7,22.78903665816385,0.4,18.0,0.5,37.464641658100945,0.02,1000,478,300,300,0.3,1.0,0.0,0.4172292036713754,0.99,0.99,71.94121693851709,65.85275012622134,82.24039487668358,0.49809937329539145,2.6518745247996165,17.0,37.0
leaky,61.274760338889195,70.86839019969926,14.0,0.5,29.13916573407851,0.30000000000000004,18.0,0.5,37.464641658100945,0.04,1000,392,300,300,0.3,1.0,0.0,0.56762903856674,0.7333333333333333,0.7333333333333333,74.8166922325622,65.81025671943941,85.24972439060043,0.5703794123094666,2.180054657596128,21.0,34.0
leaky,60.767127080004,72.75389981960147,14.0,0.5,29.13916573407851,0.4,16.0,1.0,23.083120654223414,0.03,1000,445,300,300,0.3,1.0,0.0,0.6023980070597268,0.6333333333333333,0.6333333333333333,69.00871987821412,64.03265653677907,80.4540269137632,0.5284442392438278,2.4234804899085916,22.0,32.0
leaky,59.466276211311076,71.12137394896334,14.0,0.5,29.13916573407851,0.5,14.0,1.5,17.874931862232007,0.01,1000,481,300,300,0.3,1.0,0.0,0.5278429438390317,0.8433333333333334,0.8433333333333334,76.90147614501572,66.31304494504525,95.13952381900869,0.502212805529569,2.648667366518146,22.0,33.0
leaky,61.06287950147323,70.8734215104821,14.0,0.6,25.788075553870243,0.6000000000000001,10.0,2.0,12.011224087864498,0.02,1000,427,300,300,0.3,1.0,0.0,0.43170636481850566,0.9833333333333333,0.9833333333333333,80.48593623653075,69.23950744933525,96.92447604539606,0.5256403742893616,2.482055036014997,20.0,35.0
leaky,60.759706564842716,72.74626949965366,14.0,0.7,23.63307505291066,0.4,22.0,0.5,45.79011758212337,0.08,1000,465,300,300,0.3,1.0,0.0,0.4686340308808097,0.9566666666666667,0.9566666666666667,68.7434924084148,63.5777986612727,77.91311998113457,0.5204413459850357,2.5050740212719487,18.0,36.0
leaky,61.401118751758275,72.2978955831153,14.0,0.7999999999999999,22.135850313724465,0.7000000000000001,4.0,1.0,5.7707801635558535,0.05,1000,443,300,300,0.3,1.0,0.0,0.38260096918993247,0.9966666666666667,0.9966666666666667,71.27258254734319,64.4321616257455,79.93462023027604,0.501537343808962,2.654854053062606,16.5,38.0
leaky,60.636155117180785,72.89254828457419,14.5,0.7999999999999999,22.92641639635748,0.5,12.0,0.5,24.976427772067296,0.05,1000,468,300,300,0.3,1.0,0.0,0.43464144682743744,0.9833333333333333,0.9833333333333333,67.77009177942173,63.69448533937368,76.01170687317763,0.5175809741592935,2.547491617732483,17.0,37.0
leaky,60.557714233543564,71.25176375309844,14.5,0.8999999999999999,21.78856362644601,0.7000000000000001,6.0,2.0,7.206734452718699,0.03,1000,497,300,300,0.3,1.0,0.0,0.3314087609862368,1.0,1.0,71.74682208479783,65.01710758261007,82.36614314559482,0.4972055030576966,2.680068970705454,15.0,39.0
leaky,60.11837081991936,71.18033553853944,15.0,0.5,31.22053471508412,0.5,12.0,1.0,17.312340490667562,0.04,1000,424,300,300,0.3,1.0,0.0,0.5871386630539399,0.6966666666666667,0.6966666666666667,73.63377467077646,65.0593202533938,86.44791884020088,0.548468041253998,2.3129269300984165,22.0,32.0
leaky,59.24248841584971,70.62295170665755,15.0,0.6,27.63008095057526,0.6000000000000001,12.0,2.0,14.413468905437398,0.03,1000,462,300,300,0.3,1.0,0.0,0.47150342528366274,0.95,0.95,77.11831567639054,66.5123562122229,90.2833029641394,0.5163355780422547,2.5298570149878747,20.0,34.0
leaky,59.41604636609338,70.70743375808085,15.0,0.6,27.63008095057526,0.7000000000000001,10.0,2.0,12.011224087864498,0.08,1000,446,300,300,0.3,1.0,0.0,0.5013721535162992,0.8833333333333333,0.8833333333333333,71.69403599347245,64.67005472888098,83.00025240097432,0.5061314897388802,2.630735840827776,20.0,34.0
leaky,59.530592926764854,72.80361441616759,15.5,0.5,32.261219205586926,0.2,24.0,1.0,34.624680981335125,0.02,1000,457,300,300,0.3,1.0,0.0,0.6542185150636962,0.4,0.4,66.9220360839592,63.219604696253796,74.19912166726371,0.5559034169320929,2.261090692042889,23.0,31.0
leaky,61.046920738079486,70.64850669478858,15.5,0.5,32.261219205586926,0.30000000000000004,16.0,0.5,33.301903696089724,0.04,1000,392,300,300,0.3,1.0,0.0,0.6122584492909773,0.57,0.57,74.42399195536717,66.1835016900509,85.74625436377474,0.6304328372112658,1.8051145076506332,22.0,33.0
leaky,59.704188623938435,72.15582911768321,15.5,0.6,28.55108364892777,0.6000000000000001,12.0,1.5,15.321370167627434,0.06,1000,462,300,300,0.3,1.0,0.0,0.5465259288586428,0.7666666666666667,0.7666666666666667,70.39991159759934,64.0639554814019,82.15285437760323,0.531685346484316,2.415153300507312,21.0,33.0
