family,exp_ev_ia,exp_ev_upd,bat_med,bat_shape,bat_scale,cure_frac,unc_med,unc_shape,unc_scale,n_attempts,n_pass_events,n_pass_futility,n_accepted,acceptance_rate,p_reach80,p_no_readout,median_hr_final,p_hr_below_threshold,p_success_overall,median_t80_months,p10_t80_months,p90_t80_months,median_hr_ia,median_z_ia,median_bat_alive_upd,median_gps_alive_upd
cure,59.2873684111955,71.08428862401398,17.5,1.1999999999999997,23.751087401230947,0.65,4.0,1.75,4.931929623011919,1000,486,380,380,0.38,1.0,0.0,0.30949968778669523,1.0,1.0,72.88685910069478,65.49355969341939,85.32102467401963,0.5758581938978891,2.10746835610691,14.0,41.0
cure,60.81895893019478,72.33319875743453,18.0,1.0999999999999999,25.11751275233335,0.6000000000000001,5.0,1.5,6.38390423651143,1000,498,380,380,0.38,1.0,0.0,0.36329402085555584,1.0,1.0,73.11825964295969,66.14839404437932,85.47784853957515,0.6319137031986761,1.7732329180531599,15.0,39.0
cure,61.17603521698662,70.83883278868397,15.0,0.7,25.32115184240428,0.5,5.0,0.5,10.40684490502804,1000,450,379,379,0.379,1.0,0.0,0.4329490607454743,0.9762532981530343,0.9762532981530343,77.10606376697791,67.13604356366244,91.70653004966462,0.5824995864597853,2.105560992367159,18.0,37.0
cure,60.203951654929476,71.13428370379305,16.0,0.7,27.009228631897898,0.30000000000000004,17.0,0.5,35.383272677095334,1000,475,379,379,0.379,1.0,0.0,0.49163596057068276,0.9155672823218998,0.9155672823218998,71.51309288953006,65.03411641234788,81.51977246425454,0.5856157130562312,2.078671100924745,19.0,35.0
cure,59.82597310709684,71.12609633208513,16.5,1.0999999999999999,23.024386689638906,0.65,6.0,2.0,7.206734452718699,1000,499,379,379,0.379,1.0,0.0,0.2994955661823053,1.0,1.0,74.4177496008922,66.7053443475416,87.7115301833811,0.5420402744575096,2.377041383998976,14.0,40.0
cure,59.93022208777926,70.72514915641202,17.0,0.8999999999999999,25.54521252755739,0.6000000000000001,7.0,1.5,8.937465931116003,1000,459,379,379,0.379,1.0,0.0,0.3582877945726296,1.0,1.0,76.7914913888792,67.98472416152111,91.97108887719935,0.5639214253978806,2.2072154244143536,17.0,38.0
cure,59.8585453439215,71.55011822960614,17.5,0.9999999999999999,25.247163215556863,0.6000000000000001,7.0,1.5,8.937465931116003,1000,468,379,379,0.379,1.0,0.0,0.3631755856532656,0.9973614775725593,0.9973614775725593,73.88370187311988,65.39585276119875,85.85866256302992,0.5919190458091887,2.013834544001016,16.0,38.0
cure,60.01017768557527,71.04489321750955,18.0,0.9999999999999999,25.968510736001345,0.6000000000000001,7.0,2.0,8.407856861505149,1000,465,379,379,0.379,1.0,0.0,0.3576803123635213,1.0,1.0,75.06800499567366,66.48018744102468,89.00684352634258,0.6095508407837079,1.908655659205797,17.0,38.0
cure,59.94903828362665,70.93638222040313,15.5,0.5,32.261219205586926,0.25,20.0,0.75,32.60338664075888,1000,488,378,378,0.378,1.0,0.0,0.6115548946302588,0.5793650793650794,0.5793650793650794,71.13231169735013,64.27705196800231,80.73331343534768,0.5692646389084292,2.156922673531703,22.0,32.0
cure,60.9446976109458,71.7892865615716,16.0,1.0999999999999999,22.32667800207409,0.65,4.0,2.0,4.804489635145799,1000,476,378,378,0.378,1.0,0.0,0.3002097722855365,1.0,1.0,73.84944375198936,65.72062740322689,88.59581103325652,0.5493125562207124,2.2955057743184364,14.0,41.0
