family,exp_ev_ia,exp_ev_upd,exp_ev_pr3,bat_med,bat_shape,bat_scale,cure_frac,unc_med,unc_shape,unc_scale,leak_yr,n_attempts,n_pass_events,n_pass_futility,n_accepted,acceptance_rate,p_reach80,p_no_readout,median_hr_final,hr_final_low,hr_final_high,p_hr_below_threshold,p_success_overall,median_t80_months,p10_t80_months,p90_t80_months,median_hr_ia,median_z_ia,median_bat_alive_upd,median_gps_alive_upd
leaky,59.37619804387063,72.80537454501442,76.88157474426794,18.0,1.0,25.968510736001342,0.7000000000000001,4.0,1.0,5.7707801635558535,0.07,800,110,69,69,0.08625,1.0,0.0,0.45693941138983457,0.2847439433318273,0.6165837794842035,1.0,1.0,65.99123096403034,63.63443512418762,69.39004861180572,0.6251569244758672,1.7899510693933247,18.0,36.0
leaky,59.772504707253994,73.0220131010613,77.08430317108915,15.0,0.6,27.63008095057526,0.4,18.0,1.0,25.968510736001342,0.04,800,115,68,68,0.085,1.0,0.0,0.5430275662384948,0.399338185366359,0.7806665902908134,0.75,0.75,66.68574817077813,64.55972824999093,71.11667995384818,0.5060473797982923,2.638920064636851,21.0,33.0
leaky,59.5878179102599,73.33475076669599,77.63603795456939,15.0,0.6,27.63008095057526,0.30000000000000004,22.0,1.0,31.739290899557197,0.03,800,123,68,68,0.085,1.0,0.0,0.5814220954099821,0.3971372199319134,0.8316278255891079,0.6029411764705882,0.6029411764705882,64.89416219147064,63.759569286653424,68.85510063324358,0.5134565631058654,2.528558366555509,21.0,32.0
leaky,58.94861982948931,72.73421979660452,77.09384886518805,16.0,0.6,29.47208634728028,0.5,18.0,1.0,25.968510736001342,0.1,800,115,68,68,0.085,1.0,0.0,0.5772169098017753,0.4294245862281046,0.8535458048183677,0.7794117647058824,0.7794117647058824,65.4386912067595,63.487348198954145,68.3521738170896,0.5127086216463863,2.5219990638795804,21.0,33.0
leaky,59.83483116761985,72.75676231415449,76.78459203179611,16.0,0.8,25.29811464425653,0.30000000000000004,28.0,0.5,58.27833146815702,0.08,800,115,68,68,0.085,1.0,0.0,0.4623384238952014,0.33460481674542153,0.6397417705822238,0.9558823529411765,0.9558823529411765,66.25323759934582,63.85849244197709,69.21272065388246,0.536703701220943,2.397581405042704,18.0,36.0
leaky,59.625336717762146,72.5843985798655,76.64514854646504,16.0,0.8,25.29811464425653,0.5,14.0,0.5,29.13916573407851,0.08,800,111,68,68,0.085,1.0,0.0,0.4932856058106797,0.3618106169757059,0.7235579941793404,0.9558823529411765,0.9558823529411765,65.02482203448461,63.41893652918634,69.74560557009613,0.5669049678187553,2.183337207102867,19.0,35.0
leaky,58.82841240444952,72.98559973426583,77.46630104481709,17.0,0.6,31.314091743985294,0.2,24.0,1.0,34.624680981335125,0.01,800,112,68,68,0.085,1.0,0.0,0.6347977917431695,0.42396575207603343,0.9771178681320447,0.5,0.5,65.66512299971741,63.56761554598747,68.90194453790292,0.5851434772811832,2.0591016068561556,23.0,31.0
leaky,58.59047931337552,72.6072086786158,77.0450796078914,17.0,0.6,31.314091743985294,0.30000000000000004,22.0,1.0,31.739290899557197,0.05,800,111,68,68,0.085,1.0,0.0,0.623624186595628,0.4336607801462101,0.8544524294004318,0.5147058823529411,0.5147058823529411,65.87814421983896,63.64298564351415,70.08500754130893,0.5609285910606917,2.2319327243413127,22.0,31.0
leaky,58.837565978280765,73.20452311499342,77.60439203158194,17.0,1.0,24.525815695112378,0.6000000000000001,8.0,0.5,16.650951848044862,0.07,800,109,68,68,0.085,1.0,0.0,0.41381882595009883,0.2847342588228125,0.6624525244058789,0.9411764705882353,0.9411764705882353,65.81522098725414,63.60909303585946,68.85407198927572,0.5203879744597251,2.490160372273114,17.0,37.0
leaky,60.17170291832168,73.10173874646739,77.15568261518084,18.0,0.8,28.460378974788597,0.2,26.0,0.5,54.11559350614581,0.07,800,106,68,68,0.085,1.0,0.0,0.5532719114214422,0.3548178154177587,0.8135951427952137,0.7941176470588235,0.7941176470588235,65.8981561982638,63.81999280939162,69.71246977976337,0.6386686264739281,1.7169586170284035,19.5,34.0
leaky,59.9596900392814,72.79888281602848,76.81886499523509,18.0,0.8,28.460378974788597,0.2,26.0,0.5,54.11559350614581,0.06,800,123,68,68,0.085,1.0,0.0,0.5382293854039863,0.3497344082536032,0.7644793637427892,0.7794117647058824,0.7794117647058824,66.51291242270773,63.840183147244225,69.97407415700395,0.654517115632738,1.6487737642692228,19.5,34.0
leaky,58.84801082936764,72.84344002838182,77.07915415064024,18.0,1.0,25.968510736001342,0.2,28.0,0.5,58.27833146815702,0.0,800,116,68,68,0.085,1.0,0.0,0.48441750811206474,0.3287093190455605,0.6708774960840362,0.9264705882352942,0.9264705882352942,65.04050678761254,63.67708760658095,68.60794264425977,0.6207575793298018,1.8503456738856265,18.0,36.0
leaky,60.19775929775798,72.91232806738,76.9267775454341,18.0,1.0,25.968510736001342,0.7000000000000001,4.0,2.0,4.804489635145799,0.07,800,108,68,68,0.085,1.0,0.0,0.43861877972214147,0.3066440126121951,0.636274544400803,0.9705882352941176,0.9705882352941176,66.01782016781924,63.89958484078283,70.71419868304069,0.6140296799995334,1.8707647622184225,17.0,37.0
leaky,58.54055014700218,72.64999907822423,77.07011766012332,19.0,0.6,34.998102537395326,0.2,22.0,1.0,31.739290899557197,0.0,800,120,68,68,0.085,1.0,0.0,0.6515641040821549,0.4942023732547863,1.0082059914313535,0.4264705882352941,0.4264705882352941,65.4826818914578,63.456140540624155,69.20027163115994,0.6069757721066005,1.9088738819868472,22.0,31.0
leaky,59.357833467526675,72.91902970810736,77.11185747651706,19.0,0.6,34.998102537395326,0.5,14.0,1.0,20.19773057244549,0.1,800,117,68,68,0.085,1.0,0.0,0.6856303798959522,0.44332889820172144,0.9341614390058416,0.36764705882352944,0.36764705882352944,65.67062874952649,63.79200929246611,70.42651857984664,0.6058564112050944,1.9119534870032524,24.0,30.5
leaky,59.53835440413397,72.83019460035933,77.07941341902564,19.0,0.8,30.04151114005463,0.5,10.0,0.5,20.81368981005608,0.1,800,114,68,68,0.085,1.0,0.0,0.5712168340141515,0.37180473845323747,0.7451109595548454,0.7647058823529411,0.7647058823529411,65.97299462088773,63.81551387301909,69.40976488127899,0.6337001007291718,1.758228969957383,20.0,34.0
leaky,58.636534228796265,73.07439940173981,77.54384031605747,19.0,1.0,27.411205776890306,0.2,28.0,0.5,58.27833146815702,0.04,800,107,68,68,0.085,1.0,0.0,0.5001060421772243,0.34552284195092803,0.640252112893156,0.9558823529411765,0.9558823529411765,65.60151062377498,63.5582887685594,70.0993721674017,0.6102296512537642,1.8546164876923168,19.0,35.0
leaky,58.95289617043793,72.66898714907632,76.90560634435033,19.0,1.0,27.411205776890306,0.7000000000000001,4.0,1.0,5.7707801635558535,0.08,800,110,68,68,0.085,1.0,0.0,0.4831100357360851,0.3347955957607559,0.6646790508118153,0.9558823529411765,0.9558823529411765,66.08191391471216,63.67035754608627,68.92545453773154,0.6285374023507992,1.7795016056463724,18.0,35.0
